144,2,0,3,1278,764
145,4,0,5,1278,940
146,1,0,2,1278,1309
147,6,0,12,937,1764
148,6,0,6,937,941
149,1,0,3,1463,941
150,3,0,6,1463,995
151,2,0,4,1496,995
152,2,0,1,995,941
153,1,0,1,995,582
154,2,0,6,995,1386
155,2,0,3,1386,1048
156,4,0,5,1048,485
157,4,0,4,1048,84
158,4,0,4,1048,84
159,3,0,6,1048,1491
160,3,0,6,1278,284
161,3,0,6,1278,1491
162,1,0,2,1179,1764
163,1,0,2,1179,1815
164,4,0,2,1859,1835
165,5,0,7,1735,600
166,2,0,6,1434,100
167,2,0,3,660,600
168,4,0,5,660,571
169,4,0,4,660,1677
170,4,0,2,660,100
171,3,0,5,1882,1677
172,2,0,4,1882,986
173,4,0,7,1390,100
174,2,0,3,1390,1305
175,3,0,3,1390,1292
176,4,0,5,1292,1305
177,2,0,3,1088,986
178,4,0,2,1088,1305
179,1,0,1,563,372
180,1,0,2,1800,1124
181,2,0,2,1653,764
182,5,0,6,1653,940
183,3,0,6,764,940
184,2,0,3,1278,764
185,4,0,5,1278,940
186,1,0,2,1278,1309
187,6,0,12,937,1764
188,6,0,6,937,941
189,1,0,3,1463,941
190,3,0,6,1463,995
191,2,0,4,1496,995
192,2,0,1,995,941
193,1,0,1,995,582
194,2,0,6,995,1386
195,2,0,3,1386,1048
196,4,0,5,1048,485
197,4,0,4,1048,84
198,4,0,4,1048,84
199,3,0,6,1048,1491
200,3,0,6,1278,284
201,3,0,6,1278,1491
202,1,0,2,1179,1764
203,1,0,2,1179,1815
204,4,0,2,1859,1835
205,5,0,7,1735,600
206,2,0,6,1434,100
207,2,0,3,660,600
208,4,0,5,660,571
209,4,0,4,660,1677
210,4,0,2,660,100
211,3,0,5,1882,1677
212,2,0,4,1882,986
213,4,0,7,1390,100
214,2,0,3,1390,1305
215,3,0,3,1390,1292
216,4,0,5,1292,1305
217,2,0,3,1088,986
218,4,0,2,1088,1305
219,1,0,1,563,372
220,4,0,4,1506,1338
221,5,0,6,1338,1783
222,2,0,2,1338,1337
223,3,0,3,1783,1412
224,4,0,3,1783,957
225,2,0,2,1783,1368
226,5,0,4,1783,957
227,4,0,6,1368,1412
228,2,0,3,1298,1770
229,3,0,4,1298,1770
230,5,0,5,158,1503
231,2,0,3,158,751
232,2,0,3,158,1491
233,2,0,3,158,1503
234,4,0,4,284,1503
235,5,0,5,284,811
236,3,0,3,615,1503
237,2,0,3,615,811
238,2,0,3,798,811
239,4,0,4,798,487
240,8,0,8,487,811
241,1,0,3,1756,1503
242,3,0,4,1756,173
243,2,0,3,1251,173
244,2,0,2,1251,1810
245,2,0,3,1251,173
246,3,0,3,1810,173
247,4,0,4,438,317
248,6,0,6,438,317
249,2,0,3,438,317
250,1,0,2,438,721
251,3,0,4,438,721
252,2,0,3,438,317
253,5,0,5,1214,1648
254,3,0,5,1482,1648
255,3,0,5,1482,1648
256,4,0,6,1482,1766
257,4,0,7,1482,487
258,3,0,5,1393,1648
259,2,0,4,1393,487
260,1,0,2,1282,593
261,3,0,4,1282,222
262,2,0,4,1533,487
263,3,0,5,1513,222
264,1,0,1,593,222
265,1,0,2,1828,593
266,1,0,2,283,222
267,1,0,2,1005,222
268,2,0,3,1113,571
269,1,0,1,1113,1766
270,5,0,7,1125,487
271,4,0,6,1125,571
272,1,0,2,1125,1766
273,3,0,6,1426,1125
274,2,0,5,1426,1364
275,1,0,2,1426,1112
276,6,0,11,1426,571
277,5,0,6,1112,571
278,4,0,7,1112,1766
279,1,0,2,1112,1364
280,1,0,3,1088,881
281,2,0,2,1274,1364
282,1,0,1,1274,1133
283,3,0,5,1133,951
284,2,0,4,1133,1576
285,4,0,6,1364,1236
286,4,0,7,1364,951
287,3,0,4,1145,1125
288,1,0,1,1145,1273
289,3,0,5,1145,1236
290,3,0,6,1273,1532
291,2,0,3,1773,1273
292,1,0,2,1143,1236
293,1,0,2,1198,1732
294,5,0,6,1198,750
295,5,0,4,1198,1732
296,6,0,6,1198,750
297,2,0,3,1719,1226
298,1,0,4,1719,1236
299,4,0,7,1719,951
300,4,0,3,952,1236
301,6,0,8,311,750
302,4,0,6,1548,750
303,2,0,3,1543,947
304,7,0,8,1543,957
305,2,0,3,957,957
306,2,0,3,1526,957
307,2,0,3,1616,786
308,5,0,5,1616,1243
309,4,0,4,187,786
310,3,0,3,187,957
311,3,0,5,1243,149
312,3,0,5,882,149
313,2,0,3,882,1127
314,3,0,6,882,957
315,2,0,4,882,149
316,2,0,4,1063,957
317,2,0,3,1063,149
318,3,0,5,1127,698
319,1,0,2,1127,1127
320,3,0,5,1127,698
321,3,0,5,1127,986
322,3,0,5,1127,986
323,2,0,3,1127,986
324,4,0,6,1084,986
325,4,0,7,1084,1769
326,4,0,7,18,1769
327,3,0,4,18,1522
328,3,0,5,1522,1214
329,2,0,4,1259,1214
330,2,0,2,1259,1664
331,2,0,4,1664,1560
332,3,0,5,1664,956
333,5,0,4,750,1732
334,7,0,4,750,583
335,3,0,4,750,1218
336,3,0,3,750,1218
337,4,0,6,750,670
338,1,0,2,750,1218
339,1,0,2,1218,817
340,2,0,4,1218,817
341,2,0,4,1218,956
342,2,0,3,196,817
343,2,0,2,196,956
344,3,0,5,196,956
345,3,0,4,196,1560
346,6,0,9,196,82
347,3,0,5,1029,232
348,6,0,10,1029,82
349,5,0,5,1693,53
350,5,0,5,1693,1477
351,10,0,11,325,53
352,4,0,4,1251,171
353,2,0,3,1559,171
354,4,0,4,1559,53
355,1,0,2,1559,1239
356,4,0,5,1559,1665
357,6,0,6,1239,53
358,6,0,6,1239,171
359,4,0,6,1294,1239
360,4,0,5,1294,1665
361,9,0,10,1294,1477
362,4,0,6,1294,698
363,6,0,8,1294,1566
364,5,0,6,1294,1566
365,8,0,9,1294,534
366,7,0,6,534,1024
367,3,0,5,534,760
368,4,0,5,534,1024
369,6,0,5,534,1024
370,2,0,2,534,760
371,1,0,2,179,1024
372,6,0,7,179,816
373,1,0,1,179,140
374,1,0,2,179,816
375,2,0,3,795,801
376,4,0,5,795,816
377,1,0,1,795,816
378,4,0,5,795,815
379,4,0,4,795,393
380,2,0,2,815,140
381,1,0,2,815,815
382,3,0,4,815,393
383,5,0,5,393,801
384,2,0,2,1704,670
385,4,0,4,1704,801
386,2,0,3,1704,321
387,3,0,4,321,82
388,6,0,7,321,501
389,1,0,2,1827,114
390,3,0,3,1827,114
391,2,0,2,1827,1095
392,2,0,4,1818,114
393,5,0,8,1818,697
394,5,0,6,1564,459
395,3,0,6,1564,1576
396,4,0,5,918,881
397,4,0,6,918,1576
398,3,0,4,1265,459
399,6,0,5,475,951
400,6,0,5,475,1226
401,2,0,2,40,605
402,4,0,6,609,605
403,3,0,4,609,605
404,2,0,3,609,521
405,2,0,3,609,314
406,3,0,3,605,420
407,3,0,3,605,605
408,4,0,4,315,420
409,4,0,4,315,605
410,2,0,2,315,314
411,6,0,8,237,521
412,4,0,5,237,1259
413,2,0,3,237,634
414,4,0,5,1240,237
415,4,0,5,1240,634
416,2,0,3,1240,634
417,1,0,2,1240,1259
418,5,0,5,1259,521
419,2,0,2,1259,634
420,5,0,7,771,1259
421,3,0,4,771,770
422,2,0,4,771,295
423,5,0,7,771,295
424,3,0,3,771,634
425,3,0,4,771,770
426,2,0,4,1425,1674
427,5,0,7,1425,59
428,2,0,3,59,1674
429,1,0,2,59,885
430,5,0,6,59,1712
431,3,0,3,885,1674
432,4,0,7,402,885
433,3,0,4,78,885
434,2,0,3,78,1674
435,5,0,8,538,1674
436,3,0,5,538,616
437,2,0,2,538,1715
438,1,0,1,1592,1715
439,5,0,10,1592,697
440,3,0,2,616,1715
441,1,0,1,616,1313
442,5,0,7,1313,697
443,2,0,4,1313,697
444,6,0,7,1313,605
445,2,0,3,768,697
446,5,0,6,768,605
447,7,0,8,768,40
448,3,0,4,213,40
449,3,0,4,213,1755
450,4,0,6,213,79
451,3,0,6,656,708
452,5,0,9,656,770
453,4,0,6,656,521
454,4,0,3,770,1259
455,2,0,2,770,570
456,2,0,5,276,570
457,4,0,8,276,770
458,2,0,5,276,1483
459,5,0,8,276,295
460,1,0,1,276,276
461,2,0,5,295,1483
462,2,0,3,104,1370
463,2,0,5,104,1483
464,5,0,4,1675,1483
465,5,0,4,1675,286
466,2,0,3,1370,320
467,3,0,5,1370,1483
468,1,0,2,1697,1370
469,1,0,1,1697,1304
470,1,0,2,1304,1370
471,4,0,7,1304,1483
472,4,0,6,320,1483
473,2,0,2,1483,708
474,2,0,2,67,320
475,2,0,2,67,1460
476,5,0,6,1460,1115
477,5,0,6,1244,1370
478,1,0,1,1244,291
479,3,0,4,1244,291
480,3,0,4,665,1115
481,3,0,5,1461,1565
482,4,0,6,1193,1635
483,6,0,7,1193,1635
484,6,0,8,1193,82
485,1,0,3,1193,830
486,2,0,4,1193,830
487,2,0,4,1193,232
488,6,0,7,1193,316
489,6,0,5,1193,830
490,2,0,2,1193,82
491,4,0,6,583,316
492,4,0,7,583,750
493,2,0,4,717,830
494,2,0,4,717,316
495,7,0,10,1643,316
496,8,0,12,1643,1531
497,3,0,6,1643,703
498,4,0,7,1643,1755
499,5,0,9,143,703
500,3,0,6,143,79
501,2,0,4,782,79
502,3,0,3,475,286
503,3,0,4,1666,501
504,5,0,5,1666,944
505,4,0,4,1829,1531
506,9,0,10,1829,944
507,1,0,2,197,1531
508,5,0,5,1583,703
509,1,0,1,1528,1808
510,4,0,6,681,1025
511,4,0,6,681,1333
512,4,0,7,1778,1333
513,3,0,4,286,1132
514,3,0,4,1132,291
515,3,0,3,989,1333
516,2,0,3,504,989
517,3,0,4,504,1333
518,8,0,6,1820,311
519,4,0,4,785,993
520,2,0,2,145,531
521,5,0,6,531,1561
522,3,0,4,443,993
523,3,0,4,1832,1561
524,1,0,2,1832,763
525,3,0,4,288,763
526,3,0,4,288,1698
527,6,0,8,589,1252
528,3,0,6,1286,1252
529,2,0,4,1286,287
530,4,0,6,1165,287
531,3,0,5,1165,1698
532,5,0,8,1100,450
533,3,0,6,1100,291
534,4,0,7,795,291
535,2,0,5,795,1698
536,1,0,1,795,1293
537,3,0,5,1293,1698
538,4,0,9,1724,1698
539,1,0,3,1724,781
540,3,0,7,1724,1479
541,3,0,6,781,1252
542,3,0,4,781,781
543,3,0,6,781,1479
544,3,0,5,298,1479
545,3,0,5,298,1565
546,1,0,3,1761,1565
547,3,0,5,587,236
548,5,0,7,1182,192
549,4,0,7,1182,56
550,3,0,6,1077,449
551,4,0,5,449,236
552,8,0,11,922,236
553,5,0,8,1168,447
554,4,0,7,1275,986
555,3,0,5,899,1396
556,3,0,4,899,1396
557,4,0,6,899,1279
558,3,0,4,1396,1279
559,4,0,5,1273,1279
560,10,0,11,1273,1308
561,6,0,7,1273,652
562,7,0,7,1279,1308
563,5,0,5,1279,652
564,3,0,4,1279,372
565,9,0,11,372,652
566,2,0,3,1308,652
567,6,0,7,1308,1308
568,6,0,6,390,652
569,4,0,5,390,293
570,2,0,4,390,293
571,6,0,9,390,1259
572,2,0,5,390,833
573,3,0,2,390,293
574,2,0,3,390,1259
575,6,0,6,390,833
576,4,0,5,390,1259
577,4,0,6,390,833
578,8,0,11,1259,1325
579,9,0,6,1259,187
580,6,0,9,1259,1259
581,10,0,5,1619,372
582,6,0,4,1619,614
583,12,0,10,1619,752
584,3,0,3,752,423
585,7,0,6,752,1259
586,2,0,4,752,1858
587,3,0,3,752,1858
588,3,0,4,752,1858
589,3,0,5,625,625
590,4,0,4,625,1290
591,1,0,2,1114,1117
592,2,0,5,1117,1290
593,3,0,6,1290,752
594,3,0,3,752,423
595,2,0,4,752,752
596,2,0,5,752,423
597,3,0,5,752,1290
598,3,0,4,752,506
599,3,0,6,752,423
600,3,0,7,752,422
601,1,0,2,351,1310
602,6,0,13,1475,473
603,4,0,7,407,445
604,4,0,5,407,445
606,1,0,2,411,506
607,3,0,5,1296,473
608,2,0,4,1296,506
609,4,0,8,781,506
610,3,0,7,781,81
611,2,0,4,1155,473
612,2,0,4,1155,81
613,3,0,4,473,81
614,3,0,2,1344,1344
615,4,0,6,1156,57
616,4,0,8,1328,57
617,5,0,8,1328,57
618,7,0,10,1328,57
619,5,0,7,1725,57
620,3,0,6,187,57
621,7,0,5,638,155
622,2,0,3,638,650
623,2,0,3,424,1129
624,4,0,7,424,901
625,4,0,6,1129,901
626,4,0,5,1119,901
627,2,0,4,569,57
628,7,0,11,569,57
629,8,0,12,569,57
630,2,0,2,1046,1149
631,1,0,2,1149,989
632,2,0,3,1149,1445
633,1,0,3,60,1120
634,2,0,4,1120,1135
635,3,0,7,1120,403
637,1,0,2,1120,1120
638,2,0,3,1295,403
639,3,0,3,403,1445
640,3,0,4,888,403
641,1,0,2,888,994
642,2,0,4,1135,994
643,2,0,2,1135,994
644,3,0,4,1733,994
645,5,0,3,1733,1781
646,1,0,2,214,1733
647,3,0,3,214,1781
648,3,0,4,1646,1733
649,5,0,7,1646,1043
650,3,0,2,1646,1851
651,2,0,3,1851,1649
652,3,0,3,1851,1781
653,3,0,4,1851,1649
654,5,0,6,1851,1043
655,2,0,2,1851,1851
656,2,0,3,1851,1649
657,7,0,5,1649,1781
658,1,0,1,677,187
659,4,0,5,677,187
660,4,0,5,677,335
661,7,0,8,677,335
662,2,0,3,677,1540
663,6,0,6,1560,601
664,5,0,7,1560,601
665,2,0,4,1560,498
666,6,0,8,1560,498
667,4,0,7,1215,1465
668,2,0,3,1151,1465
669,10,0,12,1151,639
670,4,0,2,1151,1215
671,6,0,7,1151,639
672,2,0,3,1426,1426
673,2,0,4,1458,1284
674,1,0,2,1458,1263
675,2,0,2,1263,1284
676,4,0,6,1450,1478
677,2,0,3,1302,1478
678,2,0,4,1734,1478
679,2,0,3,1064,1478
680,6,0,7,44,1465
681,5,0,8,44,281
682,5,0,6,298,281
683,5,0,7,298,839
684,5,0,5,281,839
685,7,0,8,909,1861
686,8,0,10,909,639
687,5,0,6,909,839
688,5,0,6,909,1861
689,3,0,5,909,1861
690,7,0,7,841,1861
691,2,0,3,841,1197
692,6,0,6,945,1197
693,4,0,3,945,915
694,4,0,4,104,1197
695,2,0,3,104,915
696,1,0,3,300,56
697,11,0,13,300,915
698,4,0,6,97,97
699,4,0,5,1071,97
700,1,0,1,1071,1521
701,2,0,3,161,71
702,4,0,4,161,1521
703,6,0,6,161,159
704,3,0,3,161,805
705,7,0,7,161,602
706,5,0,5,1254,670
707,6,0,6,1254,1521
708,10,0,10,1254,1521
709,6,0,6,69,917
710,4,0,4,69,641
711,2,0,2,462,641
712,10,0,10,641,1456
713,4,0,4,463,1678
714,3,0,4,463,278
715,2,0,2,755,1456
716,4,0,3,755,463
717,3,0,4,1678,278
718,12,0,12,1678,1867
719,2,0,2,1867,670
720,6,0,6,1867,602
721,7,0,8,1867,1867
722,5,0,6,1867,359
723,3,0,5,330,461
724,7,0,8,330,1542
725,5,0,5,330,294
726,2,0,4,330,294
727,8,0,9,330,294
728,3,0,5,737,911
729,3,0,7,1492,1743
730,1,0,1,1746,1739
731,2,0,2,1746,1741
732,2,0,5,579,1741
733,4,0,4,579,1518
734,5,0,4,579,796
735,3,0,6,796,1741
736,6,0,9,796,378
737,6,0,11,496,378
738,2,0,4,496,796
739,7,0,14,496,416
740,4,0,5,435,416
741,3,0,3,1726,535
742,5,0,7,1726,1224
743,3,0,6,1726,1342
744,5,0,9,1726,774
745,5,0,7,1726,1484
746,1,0,2,1086,535
747,5,0,8,535,378
748,4,0,4,634,378
749,4,0,3,634,535
750,5,0,6,467,1518
751,2,0,2,467,1739
752,2,0,2,467,1750
753,2,0,2,1739,1745
754,8,0,8,1657,901
755,2,0,5,901,216
756,5,0,6,901,901
757,6,0,6,307,1441
758,8,0,5,307,653
759,8,0,14,653,425
760,9,0,5,653,1394
761,7,0,6,1514,319
762,2,0,1,1514,319
763,6,0,11,1391,1587
764,9,0,16,1391,99
765,3,0,5,1391,1587
766,6,0,11,509,1587
767,2,0,3,509,1394
768,4,0,6,509,1366
769,4,0,4,795,1738
770,4,0,9,1394,998
771,6,0,4,1394,998
772,3,0,6,1208,496
773,6,0,10,1208,1484
774,6,0,10,310,1484
775,6,0,7,310,717
776,2,0,4,717,1484
777,3,0,6,1369,1342
778,9,0,12,779,1342
779,7,0,9,779,1476
780,8,0,12,779,1672
781,2,0,4,779,1672
782,6,0,10,1723,1476
783,6,0,10,803,1476
784,5,0,11,803,1672
785,4,0,9,34,1476
786,3,0,6,430,1476
787,5,0,8,430,287
788,9,0,5,1476,1138
789,5,0,5,1476,287
790,3,0,3,287,1672
791,6,0,11,10,287
792,7,0,12,10,1672
793,7,0,11,352,1672
794,9,0,15,352,1224
795,5,0,10,1548,1224
796,7,0,11,1548,774
797,1,0,1,1375,1374
798,7,0,11,1464,456
799,7,0,10,1464,117
800,4,0,5,329,456
801,4,0,6,417,456
802,7,0,10,417,1569
803,7,0,10,417,441
804,6,0,13,949,550
805,5,0,9,949,1138
806,2,0,2,468,550
807,4,0,8,1138,614
808,4,0,6,1138,550
809,4,0,6,1068,550
810,4,0,6,37,550
811,4,0,7,37,550
812,6,0,5,37,430
813,5,0,7,37,550
814,6,0,9,37,614
815,3,0,7,37,1180
816,9,0,8,37,784
817,5,0,10,784,1180
818,5,0,9,784,561
819,3,0,8,349,1737
820,1,0,1,1076,347
821,7,0,9,1080,561
822,4,0,9,629,561
823,8,0,11,629,369
824,5,0,10,185,561
825,5,0,8,395,1485
826,6,0,10,730,1839
827,2,0,2,730,1737
828,4,0,5,753,640
829,4,0,2,753,1557
830,2,0,2,753,347
831,3,0,1,753,1058
832,4,0,7,753,347
833,1,0,2,753,1058
834,2,0,5,6,1058
835,7,0,15,6,662
836,4,0,6,1557,1019
837,4,0,6,1557,640
838,2,0,2,640,1019
839,4,0,6,640,1019
840,5,0,9,640,1019
841,6,0,12,640,640
842,2,0,3,1018,170
843,10,0,12,1373,168
844,9,0,14,1373,1408
845,11,0,18,1373,456
846,6,0,9,1440,1408
847,6,0,10,168,906
848,6,0,11,168,117
849,9,0,12,168,1408
850,3,0,6,168,59
851,6,0,9,368,675
852,4,0,8,368,675
853,5,0,7,368,1522
854,1,0,2,1137,988
855,5,0,9,1137,1522
856,4,0,9,1137,1738
857,3,0,3,1137,204
858,8,0,11,168,685
859,5,0,7,1184,685
860,3,0,5,1184,189
861,4,0,7,1184,918
862,3,0,6,1184,1617
863,6,0,9,1184,4
864,4,0,7,1184,1617
865,6,0,10,1038,1556
866,5,0,10,1038,1354
867,6,0,10,1038,1617
868,9,0,12,1038,654
869,3,0,4,643,1038
870,7,0,11,643,1354
871,8,0,14,643,178
872,3,0,4,912,377
873,2,0,3,912,459
874,5,0,7,912,4
875,6,0,6,912,1354
876,6,0,9,713,1692
877,2,0,4,713,178
878,4,0,7,713,1692
879,4,0,6,713,793
880,7,0,10,12,441
881,2,0,2,12,272
882,2,0,4,272,369
883,3,0,5,525,631
884,6,0,9,525,441
885,4,0,8,525,1180
886,3,0,5,525,561
887,6,0,7,525,369
888,9,0,12,1485,369
889,5,0,8,1485,631
890,8,0,5,1485,263
891,7,0,11,1890,1863
892,4,0,3,679,1890
893,5,0,7,775,1863
894,6,0,8,775,101
895,5,0,5,775,905
896,4,0,6,905,101
897,4,0,5,913,905
898,3,0,5,404,178
899,5,0,7,404,1692
900,4,0,6,404,654
901,6,0,7,404,1535
902,7,0,9,1835,654
903,5,0,7,1835,1535
904,7,0,8,645,1556
905,1,0,2,645,644
906,7,0,7,645,1147
907,3,0,6,645,1535
908,5,0,7,645,101
909,7,0,10,645,1863
910,6,0,7,142,644
911,4,0,5,142,1147
912,4,0,5,142,459
913,4,0,6,142,101
914,4,0,6,142,921
915,3,0,5,8,459
916,4,0,5,8,921
917,4,0,5,8,1147
918,1,0,3,8,58
919,8,0,11,8,101
920,4,0,4,8,1147
921,4,0,3,8,1147
922,8,0,11,7,1556
923,7,0,8,7,1553
924,6,0,7,1553,24
925,7,0,9,1553,812
926,4,0,6,1553,1528
927,6,0,9,24,1556
928,4,0,6,24,423
929,3,0,5,559,58
930,6,0,7,559,7
931,10,0,11,559,1000
932,11,0,15,559,456
933,6,0,10,1000,906
934,4,0,7,1182,448
935,4,0,7,1182,906
936,5,0,2,1182,1000
937,6,0,10,1182,117
938,4,0,9,1182,1637
939,2,0,4,1182,1841
940,5,0,9,525,1528
941,2,0,4,525,1841
942,7,0,12,525,936
943,6,0,10,525,601
944,12,0,10,936,1841
945,9,0,6,936,252
946,11,0,6,936,1384
947,3,0,6,140,336
948,3,0,6,140,1528
949,3,0,3,140,1459
950,4,0,6,1459,1651
951,2,0,4,1459,1029
952,1,0,1,1459,252
953,2,0,2,813,812
954,6,0,6,813,115
955,1,0,1,813,336
956,7,0,10,252,1528
957,2,0,4,252,1029
958,2,0,4,1384,252
959,2,0,3,1384,1156
960,3,0,7,1384,1029
961,2,0,4,717,1384
962,1,0,3,717,1156
963,8,0,13,717,936
964,2,0,2,717,718
965,7,0,12,717,1753
966,5,0,8,1156,1029
967,4,0,8,1156,675
968,2,0,3,476,1156
969,3,0,7,476,1029
970,3,0,7,476,675
971,5,0,9,476,1651
972,3,0,6,476,1172
973,1,0,2,913,1172
974,11,0,13,913,215
975,3,0,3,913,1645
976,3,0,5,1645,1651
977,1,0,2,592,115
978,2,0,3,592,1651
979,2,0,3,938,1234
980,6,0,7,938,938
981,3,0,5,870,1234
982,3,0,6,870,650
983,3,0,3,870,1234
984,6,0,10,870,890
985,2,0,4,870,869
986,8,0,13,870,890
987,7,0,10,870,508
988,6,0,10,111,508
989,3,0,5,111,869
990,4,0,7,871,869
991,6,0,12,1662,869
992,4,0,6,1662,869
993,1,0,1,1662,1662
994,7,0,13,1662,869
995,9,0,16,1662,692
996,5,0,10,1055,537
997,9,0,12,1055,1349
998,6,0,13,620,537
999,7,0,13,620,701
1000,6,0,12,620,1349
1001,8,0,15,495,692
1002,5,0,10,1331,747
1003,4,0,4,1331,1331
1004,8,0,12,1331,747
1005,5,0,10,1331,515
1006,6,0,11,304,1349
1007,5,0,8,304,1577
1008,5,0,8,304,473
1009,5,0,8,304,473
1010,4,0,7,304,1349
1011,4,0,9,304,1577
1012,2,0,3,852,1349
1013,5,0,8,852,1577
1014,4,0,4,1032,890
1015,6,0,6,890,1205
1016,2,0,4,890,1205
1017,11,0,13,890,1037
1018,4,0,5,890,889
1019,11,0,15,890,448
1020,5,0,9,890,1637
1021,5,0,10,890,601
1022,6,0,8,890,448
1023,6,0,3,1834,700
1024,4,0,8,154,1753
1025,6,0,8,154,327
1026,4,0,8,154,1591
1027,3,0,4,327,1209
1028,6,0,8,327,1753
1029,6,0,5,1591,1528
1030,7,0,11,560,1670
1031,4,0,9,169,452
1032,3,0,7,169,1737
1033,2,0,4,907,1737
1034,7,0,9,907,452
1035,7,0,12,407,1737
1036,5,0,8,407,1349
1037,5,0,9,407,701
1038,3,0,6,1013,41
1039,5,0,11,788,452
1040,5,0,9,688,452
1041,6,0,11,688,1670
1042,7,0,9,1103,1317
1043,14,0,18,1103,709
1044,10,0,16,787,632
1045,6,0,12,787,473
1046,6,0,9,1793,709
1047,10,0,14,1793,668
1048,6,0,10,1793,951
1049,4,0,6,1793,1189
1050,8,0,10,1793,1189
1051,4,0,6,43,749
1052,4,0,5,43,1247
1053,3,0,6,43,1630
1054,5,0,5,43,1247
1055,4,0,5,43,1613
1056,5,0,6,43,1613
1057,3,0,4,43,1318
1058,2,0,5,927,1670
1059,4,0,8,468,1857
1060,5,0,9,468,651
1061,10,0,14,468,1670
1062,5,0,8,690,1222
1063,5,0,5,690,517
1064,2,0,5,690,1857
1065,6,0,9,690,651
1066,3,0,6,517,1222
1067,4,0,8,517,1766
1068,6,0,12,1357,668
1069,7,0,13,1357,651
1070,3,0,3,1357,425
1071,4,0,8,1357,951
1072,6,0,12,425,1247
1073,6,0,11,425,760
1074,6,0,10,425,951
1075,10,0,11,425,383
1076,6,0,8,1888,1408
1077,14,0,8,1888,1018
1078,6,0,9,1888,1408
1079,5,0,8,39,1408
1080,8,0,9,299,1408
